split_label,dataset_id,system_id,corruption_family,corruption_level,seed_role,seed_count,run_count,accuracy_mean,accuracy_std,error_rate_mean,error_rate_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,observed_label_accuracy_mean,observed_label_accuracy_std,observed_label_f1_mean,observed_label_f1_std,unsafe_acceptance_rate_mean,unsafe_acceptance_rate_std,false_positive_rate_mean,false_positive_rate_std,false_negative_rate_mean,false_negative_rate_std,technical_failure_rate_mean,technical_failure_rate_std,rejection_rate_mean,rejection_rate_std,high_corruption_unsafe_acceptance_rate_mean,high_corruption_unsafe_acceptance_rate_std
audit,bank_marketing,single_model,synthetic_sensor_failure,0.0,audit,3,3,0.9075221238938053,0.0,0.09247787610619473,0.0,0.6244343891402715,0.0,0.5227272727272727,0.0,0.5690721649484536,0.0,0.9075221238938053,0.0,0.5690721649484536,0.0,0.04158316633266533,0.0,0.04158316633266533,0.0,0.4772727272727273,0.0,0.0,0.0,0.9022123893805309,0.0,0.0,0.0
audit,bank_marketing,single_model,synthetic_sensor_failure,0.05,audit,3,3,0.8898230088495576,0.0,0.11017699115044244,0.0,0.5517241379310345,0.0,0.30303030303030304,0.0,0.39119804400978,0.0,0.8898230088495576,0.0,0.39119804400978,0.0,0.03256513026052104,0.0,0.03256513026052104,0.0,0.696969696969697,0.0,0.0,0.0,0.9358407079646017,0.0,0.0,0.0
audit,bank_marketing,single_model,synthetic_sensor_failure,0.1,audit,3,3,0.8898230088495576,0.0,0.11017699115044244,0.0,0.5517241379310345,0.0,0.30303030303030304,0.0,0.39119804400978,0.0,0.8898230088495576,0.0,0.39119804400978,0.0,0.03256513026052104,0.0,0.03256513026052104,0.0,0.696969696969697,0.0,0.0,0.0,0.9358407079646017,0.0,0.0,0.0
audit,bank_marketing,single_model,synthetic_sensor_failure,0.2,audit,3,3,0.8898230088495576,0.0,0.11017699115044244,0.0,0.5517241379310345,0.0,0.30303030303030304,0.0,0.39119804400978,0.0,0.8898230088495576,0.0,0.39119804400978,0.0,0.03256513026052104,0.0,0.03256513026052104,0.0,0.696969696969697,0.0,0.0,0.0,0.9358407079646017,0.0,0.0,0.0
audit,bank_marketing,single_model,synthetic_sensor_failure,0.4,audit,3,3,0.8902654867256637,0.0,0.10973451327433625,0.0,0.5547945205479452,0.0,0.3068181818181818,0.0,0.3951219512195122,0.0,0.8902654867256637,0.0,0.3951219512195122,0.0,0.03256513026052104,0.0,0.03256513026052104,0.0,0.6931818181818182,0.0,0.0,0.0,0.9353982300884955,0.0,0.0,0.0
audit,bank_marketing,single_model,synthetic_sensor_failure,0.6,audit,3,3,0.8871681415929203,0.0,0.11283185840707965,0.0,0.6666666666666666,0.0,0.06818181818181818,0.0,0.12371134020618554,0.0,0.8871681415929203,0.0,0.12371134020618554,0.0,0.0045090180360721445,0.0,0.0045090180360721445,0.0,0.9318181818181818,0.0,0.0,0.0,0.9880530973451327,0.0,0.0,0.0
audit,bank_marketing,single_model,synthetic_sensor_failure,0.8,audit,3,3,0.8867256637168142,0.0,0.11327433628318584,0.0,0.8333333333333334,0.0,0.03787878787878788,0.0,0.07246376811594203,0.0,0.8867256637168142,0.0,0.07246376811594203,0.0,0.001002004008016032,0.0,0.001002004008016032,0.0,0.9621212121212122,0.0,0.0,0.0,0.9946902654867257,0.0,0.001002004008016032,0.0
audit,bank_marketing,single_model,synthetic_sensor_failure,1.0,audit,3,3,0.8831858407079646,0.0,0.11681415929203542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8831858407079646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
audit,bank_marketing,single_model,synthetic_sensor_failure,0.0,shadow,2,2,0.9075221238938053,0.0,0.09247787610619473,0.0,0.6244343891402715,0.0,0.5227272727272727,0.0,0.5690721649484536,0.0,0.9075221238938053,0.0,0.5690721649484536,0.0,0.04158316633266533,0.0,0.04158316633266533,0.0,0.4772727272727273,0.0,0.0,0.0,0.9022123893805309,0.0,0.0,0.0
audit,bank_marketing,single_model,synthetic_sensor_failure,0.05,shadow,2,2,0.8898230088495576,0.0,0.11017699115044244,0.0,0.5517241379310345,0.0,0.30303030303030304,0.0,0.39119804400978,0.0,0.8898230088495576,0.0,0.39119804400978,0.0,0.03256513026052104,0.0,0.03256513026052104,0.0,0.696969696969697,0.0,0.0,0.0,0.9358407079646017,0.0,0.0,0.0
