run_id,run_mode,split_label,split,dataset_id,system_id,corruption_family,corruption_id,corruption_level,corruption_seed,seed_role,corruption_target_space,corruption_config_hash,corruption_manifest_hash,applied_corruption_manifest_path,applied_corruption_manifest_file_sha256,clean_input_bundle_hash,corrupted_input_bundle_hash,input_hash_clean,input_hash_corrupted,score_hash_clean,score_hash_corrupted,feature_mask_hash,failed_specialists,distribution_shift_descriptor,specialist_ids,specialist_count,corrupted_rows,trace_path,trace_sha256,trace_rows,trace_required,trace_format,trace_schema_hash
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,veto_mavs,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2001,0.0,2001,audit,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,6929c59f533065d54a51683de05847a432a70b60113e40d66f070049a6a4b2a5,C:\Users\Saif malik\MAVS-Ch10B\results\stress_runs\phase3_audit_full_v1\applied_manifests\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2001.yaml,173fd20e0f6d1334f8db33eec624cc362cf1d7d7cfb5073efefef135d5b0e942,ff4491b89e9d901d979d55ce142e8c42534d70c3552e8e53fa9f8de344856aa1,5c46cdf00fc873be2045884efddd81b8b78467d9783ee59748e5095b9427ad76,6326337c7b443c84071004482c34a5af0a514d19545a40ee6fa53f07c44f3c57,6326337c7b443c84071004482c34a5af0a514d19545a40ee6fa53f07c44f3c57,05387ba4b473a7e02b2b3e57e141502b601fbe2c9ee8fd5ebd8dfdc217b6160a,05387ba4b473a7e02b2b3e57e141502b601fbe2c9ee8fd5ebd8dfdc217b6160a,b4a29292a9b592c51ee8c37c71199b6ea10b6352c667069725c88f22dabc688e,,{},random_forest|gradient_boosted_trees|mlp,3,29,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_traces\phase3_audit_full_v1\traces\veto_mavs\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2001.npz,bda57a6c8f248086a0173bf426fa1efd5eee667b4dedd4d1866d9526dd96bb86,29,True,columnar_npz,d4646f770fbf9ff3019ff338b3c9cf581c7e33305e316bc0f4c037c3a29c9c06
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,pure_mavs_gc,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2001,0.0,2001,audit,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,6929c59f533065d54a51683de05847a432a70b60113e40d66f070049a6a4b2a5,C:\Users\Saif malik\MAVS-Ch10B\results\stress_runs\phase3_audit_full_v1\applied_manifests\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2001.yaml,173fd20e0f6d1334f8db33eec624cc362cf1d7d7cfb5073efefef135d5b0e942,ff4491b89e9d901d979d55ce142e8c42534d70c3552e8e53fa9f8de344856aa1,5c46cdf00fc873be2045884efddd81b8b78467d9783ee59748e5095b9427ad76,6326337c7b443c84071004482c34a5af0a514d19545a40ee6fa53f07c44f3c57,6326337c7b443c84071004482c34a5af0a514d19545a40ee6fa53f07c44f3c57,05387ba4b473a7e02b2b3e57e141502b601fbe2c9ee8fd5ebd8dfdc217b6160a,05387ba4b473a7e02b2b3e57e141502b601fbe2c9ee8fd5ebd8dfdc217b6160a,b4a29292a9b592c51ee8c37c71199b6ea10b6352c667069725c88f22dabc688e,,{},random_forest|gradient_boosted_trees|mlp,3,29,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_traces\phase3_audit_full_v1\traces\pure_mavs_gc\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2001.npz,9bc95330ba278399f1a52718d52d234c14cade2b883497a2c11b2a4c727df811,29,True,columnar_npz,5ac196f2b3fe83f8b3b233a234714541f1e4ac2b334f26fda6583d09bf6cb53c
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,veto_mavs,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2002,0.0,2002,audit,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,dd47149f220a99ebc8267de9230f1b43b6e33e6f06953ffc5413d3196f769e26,C:\Users\Saif malik\MAVS-Ch10B\results\stress_runs\phase3_audit_full_v1\applied_manifests\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2002.yaml,6acff3b16104be76d51308c865e7c01fc6bc2e35be704e7d8631ea1438ac9611,ff4491b89e9d901d979d55ce142e8c42534d70c3552e8e53fa9f8de344856aa1,5c46cdf00fc873be2045884efddd81b8b78467d9783ee59748e5095b9427ad76,6326337c7b443c84071004482c34a5af0a514d19545a40ee6fa53f07c44f3c57,6326337c7b443c84071004482c34a5af0a514d19545a40ee6fa53f07c44f3c57,05387ba4b473a7e02b2b3e57e141502b601fbe2c9ee8fd5ebd8dfdc217b6160a,05387ba4b473a7e02b2b3e57e141502b601fbe2c9ee8fd5ebd8dfdc217b6160a,b4a29292a9b592c51ee8c37c71199b6ea10b6352c667069725c88f22dabc688e,,{},random_forest|gradient_boosted_trees|mlp,3,29,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_traces\phase3_audit_full_v1\traces\veto_mavs\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2002.npz,69f74db9b99dbb66b825f65d3597a765e19a983a039f32ca5e369f36bf167e7d,29,True,columnar_npz,34aa8d1b5d1d5fbd59ba89f3ee12144d894deecaa6f6c90cff45cbf2e24212df
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,pure_mavs_gc,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2002,0.0,2002,audit,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,dd47149f220a99ebc8267de9230f1b43b6e33e6f06953ffc5413d3196f769e26,C:\Users\Saif malik\MAVS-Ch10B\results\stress_runs\phase3_audit_full_v1\applied_manifests\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2002.yaml,6acff3b16104be76d51308c865e7c01fc6bc2e35be704e7d8631ea1438ac9611,ff4491b89e9d901d979d55ce142e8c42534d70c3552e8e53fa9f8de344856aa1,5c46cdf00fc873be2045884efddd81b8b78467d9783ee59748e5095b9427ad76,6326337c7b443c84071004482c34a5af0a514d19545a40ee6fa53f07c44f3c57,6326337c7b443c84071004482c34a5af0a514d19545a40ee6fa53f07c44f3c57,05387ba4b473a7e02b2b3e57e141502b601fbe2c9ee8fd5ebd8dfdc217b6160a,05387ba4b473a7e02b2b3e57e141502b601fbe2c9ee8fd5ebd8dfdc217b6160a,b4a29292a9b592c51ee8c37c71199b6ea10b6352c667069725c88f22dabc688e,,{},random_forest|gradient_boosted_trees|mlp,3,29,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_traces\phase3_audit_full_v1\traces\pure_mavs_gc\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2002.npz,2f19aac528b7d9c09985c836875ad872562112388bcb9003b2a4e11a3ce7c3b7,29,True,columnar_npz,ee62ad48273810a3e25d1cec593ebb025987c18ade47d5abeef08bfdda9fc5b6
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,veto_mavs,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2003,0.0,2003,audit,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,a943752e25a9891b128f2a65d53da89f681244ae7ae038ebc0336a448af01987,C:\Users\Saif malik\MAVS-Ch10B\results\stress_runs\phase3_audit_full_v1\applied_manifests\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2003.yaml,53fd3d9e4cf66b38d0bd6c8e4bc0691e08f9257f2b81a5bdeded7e88be45383b,ff4491b89e9d901d979d55ce142e8c42534d70c3552e8e53fa9f8de344856aa1,5c46cdf00fc873be2045884efddd81b8b78467d9783ee59748e5095b9427ad76,6326337c7b443c84071004482c34a5af0a514d19545a40ee6fa53f07c44f3c57,6326337c7b443c84071004482c34a5af0a514d19545a40ee6fa53f07c44f3c57,05387ba4b473a7e02b2b3e57e141502b601fbe2c9ee8fd5ebd8dfdc217b6160a,05387ba4b473a7e02b2b3e57e141502b601fbe2c9ee8fd5ebd8dfdc217b6160a,b4a29292a9b592c51ee8c37c71199b6ea10b6352c667069725c88f22dabc688e,,{},random_forest|gradient_boosted_trees|mlp,3,29,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_traces\phase3_audit_full_v1\traces\veto_mavs\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2003.npz,86f65bfde5a7ed1526d18343832be8750eb1a590511c9da392efbe0c94f00b2f,29,True,columnar_npz,e9a28f2f5082e03e576c48534b70fd79dff28a98b4611cdec5c86aa2d66667d2
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,pure_mavs_gc,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2003,0.0,2003,audit,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,a943752e25a9891b128f2a65d53da89f681244ae7ae038ebc0336a448af01987,C:\Users\Saif malik\MAVS-Ch10B\results\stress_runs\phase3_audit_full_v1\applied_manifests\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2003.yaml,53fd3d9e4cf66b38d0bd6c8e4bc0691e08f9257f2b81a5bdeded7e88be45383b,ff4491b89e9d901d979d55ce142e8c42534d70c3552e8e53fa9f8de344856aa1,5c46cdf00fc873be2045884efddd81b8b78467d9783ee59748e5095b9427ad76,6326337c7b443c84071004482c34a5af0a514d19545a40ee6fa53f07c44f3c57,6326337c7b443c84071004482c34a5af0a514d19545a40ee6fa53f07c44f3c57,05387ba4b473a7e02b2b3e57e141502b601fbe2c9ee8fd5ebd8dfdc217b6160a,05387ba4b473a7e02b2b3e57e141502b601fbe2c9ee8fd5ebd8dfdc217b6160a,b4a29292a9b592c51ee8c37c71199b6ea10b6352c667069725c88f22dabc688e,,{},random_forest|gradient_boosted_trees|mlp,3,29,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_traces\phase3_audit_full_v1\traces\pure_mavs_gc\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2003.npz,9a7d5d831e5ec2737b47a5218910d2f12916296e0ceb457888da392eaf7385ed,29,True,columnar_npz,fab1c9714da8be46a9a1b5c709ab99b218942e6d8866c1e2232ae577dd39c44a
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,veto_mavs,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__shadow_9001,0.0,9001,shadow,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,88333ecebfda6402d58f9a9e22a8afe17fb5122526d52d7052c9f97102c0ae38,C:\Users\Saif malik\MAVS-Ch10B\results\stress_runs\phase3_audit_full_v1\applied_manifests\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__shadow_9001.yaml,3a8a3f4c99d6f5dd06318d709499db16c5b67ffbe9ed11150d04f569a1dacc36,ff4491b89e9d901d979d55ce142e8c42534d70c3552e8e53fa9f8de344856aa1,5c46cdf00fc873be2045884efddd81b8b78467d9783ee59748e5095b9427ad76,6326337c7b443c84071004482c34a5af0a514d19545a40ee6fa53f07c44f3c57,6326337c7b443c84071004482c34a5af0a514d19545a40ee6fa53f07c44f3c57,05387ba4b473a7e02b2b3e57e141502b601fbe2c9ee8fd5ebd8dfdc217b6160a,05387ba4b473a7e02b2b3e57e141502b601fbe2c9ee8fd5ebd8dfdc217b6160a,b4a29292a9b592c51ee8c37c71199b6ea10b6352c667069725c88f22dabc688e,,{},random_forest|gradient_boosted_trees|mlp,3,29,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_traces\phase3_audit_full_v1\traces\veto_mavs\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__shadow_9001.npz,bdbebf6c92ecd305dcd4869402c1274eca3269373e2f7f772bfcca75b8b40293,29,True,columnar_npz,7c929d6a8f5a4a187087447cfc9985e096181df75dad64f4026508e06f58bf9e
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,pure_mavs_gc,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__shadow_9001,0.0,9001,shadow,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,88333ecebfda6402d58f9a9e22a8afe17fb5122526d52d7052c9f97102c0ae38,C:\Users\Saif malik\MAVS-Ch10B\results\stress_runs\phase3_audit_full_v1\applied_manifests\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__shadow_9001.yaml,3a8a3f4c99d6f5dd06318d709499db16c5b67ffbe9ed11150d04f569a1dacc36,ff4491b89e9d901d979d55ce142e8c42534d70c3552e8e53fa9f8de344856aa1,5c46cdf00fc873be2045884efddd81b8b78467d9783ee59748e5095b9427ad76,6326337c7b443c84071004482c34a5af0a514d19545a40ee6fa53f07c44f3c57,6326337c7b443c84071004482c34a5af0a514d19545a40ee6fa53f07c44f3c57,05387ba4b473a7e02b2b3e57e141502b601fbe2c9ee8fd5ebd8dfdc217b6160a,05387ba4b473a7e02b2b3e57e141502b601fbe2c9ee8fd5ebd8dfdc217b6160a,b4a29292a9b592c51ee8c37c71199b6ea10b6352c667069725c88f22dabc688e,,{},random_forest|gradient_boosted_trees|mlp,3,29,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_traces\phase3_audit_full_v1\traces\pure_mavs_gc\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__shadow_9001.npz,d7b47ad95c9e56acf9ff0c4e4ff8625eb20ad2f4a2e848255253aa2abd689bb7,29,True,columnar_npz,d7d27cffc0050e6d69911236c4be5c3ed775cc33c8b193e0db2ab0bf618ff69e
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,veto_mavs,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__shadow_9002,0.0,9002,shadow,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,82008731cdb8d2bb58a086e4b7ee91eeaea4a6cf9af220fbd370e17e395d5564,C:\Users\Saif malik\MAVS-Ch10B\results\stress_runs\phase3_audit_full_v1\applied_manifests\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__shadow_9002.yaml,6f988afce9f90694ed2f222ae2b65accee751ade61166a7b4b11d2782e1befde,ff4491b89e9d901d979d55ce142e8c42534d70c3552e8e53fa9f8de344856aa1,5c46cdf00fc873be2045884efddd81b8b78467d9783ee59748e5095b9427ad76,6326337c7b443c84071004482c34a5af0a514d19545a40ee6fa53f07c44f3c57,6326337c7b443c84071004482c34a5af0a514d19545a40ee6fa53f07c44f3c57,05387ba4b473a7e02b2b3e57e141502b601fbe2c9ee8fd5ebd8dfdc217b6160a,05387ba4b473a7e02b2b3e57e141502b601fbe2c9ee8fd5ebd8dfdc217b6160a,b4a29292a9b592c51ee8c37c71199b6ea10b6352c667069725c88f22dabc688e,,{},random_forest|gradient_boosted_trees|mlp,3,29,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_traces\phase3_audit_full_v1\traces\veto_mavs\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__shadow_9002.npz,d0d509c25a0fe0d334194092170970412ba8e56edce870c163f5faea309c49f8,29,True,columnar_npz,43a8a469fe3da4359c66011c6b5b37416968bd329e16de96a38c2e9f47dd2e4e
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,pure_mavs_gc,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__shadow_9002,0.0,9002,shadow,features,865e78edeedf4274d23488d0719344e848026f7bf9e6d0448e60440187111c70,82008731cdb8d2bb58a086e4b7ee91eeaea4a6cf9af220fbd370e17e395d5564,C:\Users\Saif malik\MAVS-Ch10B\results\stress_runs\phase3_audit_full_v1\applied_manifests\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__shadow_9002.yaml,6f988afce9f90694ed2f222ae2b65accee751ade61166a7b4b11d2782e1befde,ff4491b89e9d901d979d55ce142e8c42534d70c3552e8e53fa9f8de344856aa1,5c46cdf00fc873be2045884efddd81b8b78467d9783ee59748e5095b9427ad76,6326337c7b443c84071004482c34a5af0a514d19545a40ee6fa53f07c44f3c57,6326337c7b443c84071004482c34a5af0a514d19545a40ee6fa53f07c44f3c57,05387ba4b473a7e02b2b3e57e141502b601fbe2c9ee8fd5ebd8dfdc217b6160a,05387ba4b473a7e02b2b3e57e141502b601fbe2c9ee8fd5ebd8dfdc217b6160a,b4a29292a9b592c51ee8c37c71199b6ea10b6352c667069725c88f22dabc688e,,{},random_forest|gradient_boosted_trees|mlp,3,29,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_traces\phase3_audit_full_v1\traces\pure_mavs_gc\feature_noise\breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__shadow_9002.npz,b986e9e5344920a207eed745df29f4118002b4b51c306960af94cf31c8348450,29,True,columnar_npz,ee7dec4b17e2efa183e36f12f838063f705ace3264f4852e0bc0492aa630db74
